ammonia,arsenic,barium,cadmium,copper,fluoride,bacteria,viruses,lead,nitrates,mercury,perchlorate,radium,selenium,uranium,aluminum:Log_aluminum,ammonia:Log_ammonia,arsenic:Log_arsenic,barium:Log_barium,cadmium:Log_cadmium,chloramine:Log_chloramine,chromium:Log_chromium,copper:Log_copper,fluoride:Log_fluoride,bacteria:Log_bacteria,viruses:Log_viruses,lead:Log_lead,nitrates:Log_nitrates,nitrites:Log_nitrites,mercury:Log_mercury,perchlorate:Log_perchlorate,radium:Log_radium,selenium:Log_selenium,silver:Log_silver,uranium:Log_uranium
14.94,0.1,1.8,0.044721359549995794,1.0392304845413265,0.52,0.405224,0.405224,0.067,4.52,0.0,1747103.3149893626,4.91,0.04,0.02,-0.2838997172778817,40.39839016478779,-0.23025850929940456,1.0580159968238143,-0.13896286161592725,0.11364264031852103,-0.31358945443361225,0.039990130035351915,-0.3400417630514653,-0.36604503035481556,-0.36604503035481556,-0.18110519819260848,6.818474212175511,0.6364397089844412,0.0,25111936.60599236,7.813155054269568,-0.128755032994728,-0.2038182680897043,-0.07824046010856292
11.49,0.22360679774997896,3.36,0.03162277660168379,1.1532562594670797,0.58,0.017576,7.289999999999998e-07,0.022,17.31,0.003,263684119.92660388,5.49,0.07,0.01,-0.24338710974252495,28.052571785479035,-0.33493305030283593,4.072121672556379,-0.109221201003177,0.3961398373178456,-0.040794461680363575,0.16444220009958602,-0.31594176175616984,-0.07102849930998338,-1.030193064449962e-05,-0.08396768216372406,49.35573243064632,0.566335729162248,-0.017427428970942082,5112904283.811897,9.349076122812702,-0.18614820258529446,-0.2508254153265975,-0.04605170185988091
5.11,0.03162277660168379,1.17,0.07745966692414834,0.4242640687119285,0.37,2.6999999999999996e-05,5.12e-07,0.081,10.84,0.007,0.5904900000000001,2.77,0.03,0.03,-0.2596229297936393,8.335428955541783,-0.109221201003177,0.18369438610730768,-0.19814166570444489,-0.23329757377682395,-0.3225990279446329,-0.3637636790615501,-0.36787334113723075,-0.0002840311896829185,-7.416289900496335e-06,-0.20357779606908555,25.83435407676466,1.0898824319814413,-0.034732915909487766,-0.3110716544539492,2.8222070769519148,-0.10519673691959945,-0.2121857796051634,-0.10519673691959945
23.05,0.1,2.61,0.09486832980505137,1.1575836902790226,0.5,0.636056,0.636056,0.087,13.34,0.007,431782520.10719407,5.65,0.01,0.05,-0.22370569785418898,72.32319598565326,-0.23025850929940456,2.5039040776833112,-0.22344009008028248,0.3683672297292124,-0.14739056752444568,0.16939478588180917,-0.34657359027997264,-0.287795411859061,-0.287795411859061,-0.21244070294849715,34.56083232010295,0.4312907135808461,-0.034732915909487766,8585318633.719249,9.783853830144677,-0.04605170185988091,-0.23776723111001827,-0.14978661367769955
23.8,0.22360679774997896,1.04,0.08366600265340755,1.0677078252031311,0.58,0.5927039999999999,0.5927039999999999,0.054,14.52,0.004,117275990.43051001,7.68,0.09,0.07,-0.3478045511491887,75.43851682012281,-0.33493305030283593,0.04078954167941259,-0.20756887390312748,-0.07647613886838009,-0.1711270100860592,0.06994995054704345,-0.31594176175616984,-0.3100198499227751,-0.3100198499227751,-0.1576136465505646,38.84865217643936,0.4181791916572266,-0.022085843671448984,2178992664.484941,15.656598122185581,-0.21671510477866848,-0.23776723111001827,-0.18614820258529446
18.55,0.1,3.59,0.08944271909999159,1.019803902718557,0.09,0.5717869999999999,0.5717869999999999,0.151,17.52,0.006,25355.253759999992,3.29,0.07,0.05,-0.3205482300180523,54.17471458694139,-0.23025850929940456,4.588566406975673,-0.21592875466608016,0.4690928575988377,-0.3444011133790988,0.01999871817056072,-0.21671510477866848,-0.31962249157613837,-0.31962249157613837,-0.2854617917672491,50.16577085810446,0.8867912139001197,-0.030695974858524495,257121.06736497555,3.918020088117253,-0.18614820258529446,-0.24645328617398155,-0.14978661367769955
0.51,0.2,2.44,0.07745966692414834,1.3928388277184118,1.49,0.0033749999999999995,1e-09,0.114,9.96,0.007,18605783.378386028,2.54,0.04,0.09,-0.3478045511491887,-0.3434057221645205,-0.3218875824868201,2.1764752159044694,-0.19814166570444489,0.017535177860304167,-0.25521651980635557,0.4615087697806015,0.594176418736478,-0.019208339846969544,-2.072326583694641e-08,-0.24755747868699116,22.89382763310121,1.1219686517824454,-0.034732915909487766,311441892.13158774,2.367696765817331,-0.128755032994728,-0.18324271000290143,-0.21671510477866848
7.47,0.03162277660168379,2.26,0.03162277660168379,1.104536101718726,0.33,0.012167,1e-09,0.151,1.67,0.0,432592618.416069,2.61,0.1,0.02,-0.35779757672764273,15.021385643611103,-0.109221201003177,1.8427244780222791,-0.109221201003177,0.31356211725786187,-0.2121857796051634,0.10981897617090289,-0.3658586660921317,-0.053644642583121425,-2.072326583694641e-08,-0.2854617917672491,0.8564154561358684,1.0580159968238143,0.0,8602237026.614063,2.5039040776833112,-0.23025850929940456,-0.23345375363031248,-0.07824046010856292
22.49,0.2,0.04,0.03162277660168379,0.648074069840786,0.71,0.6141249999999999,0.6141249999999999,0.079,0.21,0.005,146666880.78011435,1.02,0.05,0.01,-0.2975261690290382,70.01296152669283,-0.3218875824868201,-0.128755032994728,-0.109221201003177,0.27774985976786887,-0.11294762207566766,-0.28110231175079614,-0.24316811935221094,-0.2994208127334631,-0.2994208127334631,-0.20052628669469413,-0.32773602713558037,0.7081887223955403,-0.026491586832740183,2757876279.6767673,0.020198679842103325,-0.14978661367769955,-0.28192824439349906,-0.04605170185988091
16.76,0.17320508075688773,1.63,0.03162277660168379,1.3490737563232043,0.56,0.8573749999999999,0.8573749999999999,0.154,16.86,0.004,100116642.89776304,0.06,0.07,0.05,-0.36667025453220836,47.24635779310399,-0.30367682189200496,0.7963854241544336,-0.109221201003177,-0.1629922418193146,-0.12428046029321817,0.40393730397359134,-0.3246983573416476,-0.1319327648265785,-0.1319327648265785,-0.28810361219155023,47.62855504039274,0.3410735438077384,-0.022085843671448984,1844333426.8751357,-0.1688046430056022,-0.18614820258529446,-0.2596261651742767,-0.14978661367769955
11.13,0.1,3.25,0.03162277660168379,1.1357816691600546,0.85,0.274625,0.274625,0.121,17.64,0.009,1436639.993177702,2.67,0.04,0.08,-0.3381786741175776,26.81933955964936,-0.23025850929940456,3.83062873811035,-0.109221201003177,0.17716852996963695,-0.22916017029076619,0.14460898191148225,-0.1381410900731087,-0.35491127499567077,-0.35491127499567077,-0.2555477327396329,50.62978205220731,0.6649449212953282,-0.042394776314813254,20368419.790203582,2.622149521340462,-0.128755032994728,-0.21639938135997777,-0.20205829154466046
0.07,0.17320508075688773,3.02,0.08944271909999159,1.0535653752852738,0.61,0.38901699999999995,0.38901699999999995,0.178,12.09,0.008,61395627.4521299,3.83,0.06,0.07,-0.3124714989481294,-0.18614820258529446,-0.30367682189200496,3.3378756307880706,-0.21592875466608016,0.5230682479657865,-0.23776723111001827,0.054975049354931325,-0.30152075630701586,-0.36728348947591705,-0.36728348947591705,-0.3072229677068292,30.13285805533682,1.1542722671687047,-0.03862650989841841,1100998527.1923642,5.143172196227485,-0.1688046430056022,-0.25521651980635557,-0.18614820258529446
19.74,0.2,2.88,0.06324555320336758,1.3856406460551018,0.29,8.000000000000001e-06,3.4300000000000004e-07,0.192,13.3,0.007,10653.793894719898,1.27,0.05,0.06,-0.36667025453220836,58.87745245126532,-0.3218875824868201,3.046436047145821,-0.17460392512048578,0.5127904802485821,-0.07616765640950082,0.4519441461110254,-0.35898356324046904,-9.388855213027552e-05,-5.105738638694702e-06,-0.3168499021352363,34.417261668528525,0.5250860835665893,-0.034732915909487766,98799.78312447615,0.30355146359753493,-0.14978661367769955,-0.3524393771005639,-0.1688046430056022
25.54,0.22360679774997896,0.34,0.08944271909999159,1.0488088481701516,0.22,0.009260999999999998,1.2500000000000002e-07,0.192,17.93,0.009,1698359.0914188838,2.08,0.06,0.05,-0.36667025453220836,82.75587902443621,-0.33493305030283593,-0.3667952848664562,-0.21592875466608016,0.13777057151484098,-0.2596261651742767,0.04998107994973208,-0.3331081011785506,-0.043359476390037274,-1.9868690124555142e-06,-0.3168499021352363,51.75450190697356,0.4444752288533762,-0.042394776314813254,24363255.15667673,1.5233252189235114,-0.1688046430056022,-0.3524393771005639,-0.14978661367769955
20.37,0.03162277660168379,2.43,0.07745966692414834,1.3892443989449805,0.23,0.07408799999999999,2.16e-07,0.195,13.79,0.001,47.01849845760002,7.47,0.09,0.08,-0.3381786741175776,61.39646799996262,-0.109221201003177,2.1575757553664707,-0.19814166570444489,-0.21907718715838434,-0.24210047187178477,0.45672799062322184,-0.33802547311355663,-0.19281414618032255,-3.3151652847206454e-06,-0.3187773654815861,36.18418350999385,0.1607262337314324,-0.006907755278982137,181.04666117000966,15.021385643611103,-0.21671510477866848,-0.18731912716634766,-0.20205829154466046
20.41,0.1,3.91,0.08366600265340755,0.9746794344808963,1.46,0.0005120000000000001,5.12e-07,0.181,9.69,0.006,8701965.053582044,7.35,0.06,0.02,-0.21907718715838434,61.55706977693199,-0.23025850929940456,5.331431132329343,-0.20756887390312748,0.36752792469495954,-0.36271030018740713,-0.02499725958316,0.5525171961515577,-0.0038795191976574808,-7.416289900496335e-06,-0.30937574283665237,22.006904986996915,0.737337085809103,-0.030695974858524495,139049216.7171932,14.661047302201876,-0.1688046430056022,-0.3225990279446329,-0.07824046010856292
26.19,0.1414213562373095,2.93,0.07071067811865475,0.8717797887081347,1.05,0.06400000000000002,3.4300000000000004e-07,0.185,13.73,0.003,7088.861216194898,2.53,0.05,0.07,-0.35779757672764273,85.52024087662886,-0.276621799529602,3.1497570994749,-0.18732380693822834,0.36246366664715307,-0.224886561616778,-0.11962424767980383,0.05122967237790364,-0.1759278205198378,-5.105738638694702e-06,-0.31216889897220523,35.96687760757775,1.3525317525187588,-0.017427428970942082,62851.82834110871,2.3483948359307547,-0.14978661367769955,-0.2206329650872018,-0.18614820258529446
27.18,0.17320508075688773,2.55,0.07745966692414834,1.307669683062202,0.8,0.002197,7.289999999999998e-07,0.176,16.11,0.006,4382.974158437499,4.1,0.01,0.01,-0.3048138403603834,89.76144468909106,-0.30367682189200496,2.3870380658843535,-0.19814166570444489,0.49168537212810126,-0.2909468858633444,0.35077805789287925,-0.17851484105136778,-0.013447095480818523,-1.030193064449962e-05,-0.3057597459741414,44.77678157671291,0.20700443547689118,-0.030695974858524495,36753.354438318966,5.7850465922120735,-0.04605170185988091,-0.24210047187178477,-0.04605170185988091
21.76,0.17320508075688773,1.1,0.08944271909999159,1.296148139681572,0.76,0.47455200000000003,0.47455200000000003,0.163,5.33,0.002,24666693.570847403,4.05,0.03,0.08,-0.36667025453220836,67.02239766245327,-0.30367682189200496,0.10484119778475744,-0.21592875466608016,0.4528050310017702,-0.3444011133790988,0.3362168051067075,-0.20857200273333784,-0.3537235049334648,-0.3537235049334648,-0.2956828277425861,8.918962099487425,0.9793276288869897,-0.012429216196844383,419850914.4476116,5.6648033685297134,-0.10519673691959945,-0.34849891711171394,-0.20205829154466046
26.73,0.2,0.27,0.08366600265340755,1.3638181696985856,0.26,0.16637500000000005,0.16637500000000005,0.013,1.74,0.008,202890.81908920317,1.34,0.03,0.05,-0.2015361549210112,87.82907395093162,-0.3218875824868201,-0.3535199963956158,-0.20756887390312748,-0.04728329932645,-0.03387543467845826,0.42317674482361806,-0.35023914847131843,-0.29839539300214907,-0.29839539300214907,-0.05645647697976781,0.9637600970140014,0.2667381107250124,-0.03862650989841841,2479411.688153128,0.3921772827101789,-0.10519673691959945,-0.3181035598050743,-0.14978661367769955
22.68,0.1,0.73,0.09486832980505137,1.1224972160321824,0.59,0.421875,0.421875,0.011,3.76,0.01,1742179.1261417854,1.03,0.02,0.06,-0.21012293292093667,70.79524530053462,-0.23025850929940456,-0.22973884373298117,-0.22344009008028248,0.06539752126557873,-0.1167092655867181,0.12971113168690407,-0.31130331782859944,-0.36409762294678527,-0.36409762294678527,-0.04960846006802142,4.979815279830779,0.31598089975235305,-0.04605170185988091,25036241.683730666,0.030445566308790764,-0.07824046010856292,-0.3540695851585701,-0.1688046430056022
9.62,0.2,3.52,0.06324555320336758,1.014889156509222,0.27,0.0068590000000000005,2.7e-08,0.163,6.0,0.003,9419088.681031045,5.24,0.02,0.01,-0.3048138403603834,21.778181826198654,-0.3218875824868201,4.42978268342722,-0.17460392512048578,0.4217914452917763,-0.1357597685857916,0.01499945393717196,-0.3535199963956158,-0.03417286604276911,-4.705405822154362e-07,-0.2956828277425861,10.75055681536833,0.7815303617757543,-0.017427428970942082,151254070.44064155,8.679124651264663,-0.07824046010856292,-0.2909468858633444,-0.04605170185988091
3.43,0.2,1.78,0.07071067811865475,1.3527749258468684,1.3,0.0017279999999999997,2.7e-08,0.129,7.29,0.007,157423.87409343745,5.13,0.07,0.08,-0.2015361549210112,4.227681695840021,-0.3218875824868201,1.026371788461109,-0.18732380693822834,0.41105591072671566,-0.17514682240257626,0.40875174362404587,0.3410735438077384,-0.01099144617166127,-4.705405822154362e-07,-0.26418463082604,14.481610850489933,0.14937221914330054,-0.034732915909487766,1883843.846127627,8.388092031607139,-0.18614820258529446,-0.20799210208408705,-0.20205829154466046
0.12,0.1,1.68,0.05477225575051661,1.2,0.79,0.0033749999999999995,5.12e-07,0.198,8.05,0.002,51850057.70622582,3.51,0.08,0.0,-0.3048138403603834,-0.2544316243440109,-0.23025850929940456,0.8715735729374814,-0.1590899327784004,0.34434000953518,-0.13961961861129477,0.2187858681527455,-0.1862206434816452,-0.019208339846969544,-7.416289900496335e-06,-0.3206586731609452,16.789660336015302,0.7081887223955403,-0.012429216196844383,921057508.5852658,4.407212291546988,-0.20205829154466046,-0.3090638061991638,0.0
10.69,0.2,0.63,0.03162277660168379,1.2041594578792296,0.89,0.009260999999999998,8e-09,0.177,15.35,0.004,79435.90685968753,0.38,0.01,0.03,-0.35779757672764273,25.327910270645035,-0.3218875824868201,-0.29108233954583196,-0.109221201003177,0.45136641248806475,-0.08340605474210494,0.22371088534070874,-0.10371509646779685,-0.043359476390037274,-1.4915059436213262e-07,-0.3064941817142705,41.92262252640971,0.2667381107250124,-0.022085843671448984,896251.9648666453,-0.36768192997944815,-0.04605170185988091,-0.3045323965575549,-0.10519673691959945
1.31,0.1414213562373095,1.21,0.05477225575051661,1.3416407864998738,1.46,0.681472,0.681472,0.088,16.91,0.006,59377.77981045009,2.62,0.04,0.05,-0.3290993274035144,0.35373554974910887,-0.276621799529602,0.23065063512646614,-0.1590899327784004,0.13777057151484098,-0.16314275785322707,0.3942992816967084,0.5525171961515577,-0.2613445900487528,-0.2613445900487528,-0.2138768248763459,47.81987630481637,0.07239475386698191,-0.030695974858524495,652661.2791612851,2.5235167125652747,-0.128755032994728,-0.23345375363031248,-0.14978661367769955
24.84,0.17320508075688773,2.73,0.08944271909999159,1.4142135623730951,1.0,0.49303900000000006,0.49303900000000006,0.169,10.47,0.009,13167538.3725293,7.05,0.01,0.06,-0.248641100806246,79.7973885855015,-0.30367682189200496,2.7417433931074506,-0.21592875466608016,0.6024109146372072,-0.08340605474210494,0.49012907173427367,0.0,-0.3486609107906843,-0.3486609107906843,-0.3004577593259818,24.588941840519208,0.35373554974910887,-0.042394776314813254,215858947.84151822,13.768844698610451,-0.04605170185988091,-0.21639938135997777,-0.1688046430056022
3.08,0.1,3.28,0.044721359549995794,1.2922847983320085,0.47,0.15746400000000002,0.15746400000000002,0.141,4.94,0.006,190340887.91269705,0.8,0.04,0.03,-0.29056659514304034,3.464783158715288,-0.23025850929940456,3.8961264254590513,-0.13896286161592725,0.5990402782518881,-0.2729602032850436,0.3313570883296274,-0.3548606146106754,-0.29108140277469574,-0.29108140277469574,-0.27621834979315957,7.890984736127167,0.8113018366112155,-0.030695974858524495,3628720960.895957,-0.17851484105136778,-0.128755032994728,-0.224886561616778,-0.10519673691959945
7.08,0.2,0.49,0.08944271909999159,1.3674794331177345,1.14,0.06892099999999998,1e-09,0.033,2.76,0.001,33179.653126403195,3.54,0.08,0.05,-0.3381786741175776,13.85749926655585,-0.3218875824868201,-0.3495414450599577,-0.21592875466608016,0.6200941061002426,-0.20799210208408705,0.42797896530395974,0.14937221914330054,-0.18434950193747293,-2.072326583694641e-08,-0.11257117467801667,2.802036676052201,0.8715735729374814,-0.006907755278982137,345389.9733422867,4.475008614095718,-0.20205829154466046,-0.32706710304528097,-0.14978661367769955
9.01,0.1414213562373095,0.78,0.08366600265340755,0.9110433579144299,0.48,0.079507,2.7e-08,0.124,1.67,0.003,202626713.3013616,2.07,0.06,0.03,-0.25404887825177025,19.806998995298418,-0.276621799529602,-0.1937998602528297,-0.20756887390312748,0.1322221533410827,-0.28192824439349906,-0.08487716229717873,-0.3523052040384962,-0.20130458513672134,-4.705405822154362e-07,-0.25884674045876044,0.8564154561358684,1.1867909404626926,-0.017427428970942082,3875616018.288127,1.5060256170639645,-0.1688046430056022,-0.2640538053274313,-0.10519673691959945
21.58,0.17320508075688773,3.62,0.03162277660168379,0.8888194417315589,1.43,0.13265100000000002,0.13265100000000002,0.094,5.74,0.005,121179067.0248944,4.76,0.05,0.03,-0.2284434680710868,66.28873099313115,-0.30367682189200496,4.657035973532401,-0.109221201003177,0.2624399391074661,-0.2909468858633444,-0.1047572964419288,0.5114744553086967,-0.2679594850049753,-0.2679594850049753,-0.2222592866909405,10.030415867302667,0.35373554974910887,-0.026491586832740183,2255479303.30849,7.426778900838244,-0.14978661367769955,-0.224886561616778,-0.10519673691959945
19.48,0.22360679774997896,1.54,0.05477225575051661,1.014889156509222,1.15,0.125,0.125,0.099,17.42,0.006,247717775.74570343,2.71,0.02,0.02,-0.3048138403603834,57.8436840492163,-0.33493305030283593,0.6649449212953282,-0.1590899327784004,0.1931667605032287,-0.10175635713691247,0.01499945393717196,0.1607262337314324,-0.25993019270997947,-0.25993019270997947,-0.22895090745590715,49.7797224822123,1.21952238372755,-0.030695974858524495,4787839788.335003,2.7017308005562617,-0.07824046010856292,-0.2508254153265975,-0.07824046010856292
9.1,0.1414213562373095,1.54,0.07071067811865475,0.8185352771872451,0.04,0.010648,7.289999999999998e-07,0.107,6.45,0.002,459165024.0,4.73,0.01,0.07,-0.36667025453220836,20.09529716305752,-0.276621799529602,0.6649449212953282,-0.18732380693822834,-0.18926526783492092,-0.36271030018740713,-0.1639025079909256,-0.128755032994728,-0.048367296291125544,-1.030193064449962e-05,-0.23913712956366473,12.023316843709543,0.737337085809103,-0.012429216196844383,9158009777.38151,7.350066207843172,-0.04605170185988091,-0.22916017029076619,-0.18614820258529446
20.04,0.2,0.94,0.03162277660168379,1.1135528725660044,0.79,0.3429999999999999,0.3429999999999999,0.113,17.44,0.009,37732837.51527413,5.81,0.0,0.08,-0.35779757672764273,60.074514735381946,-0.3218875824868201,-0.058162879495002276,-0.109221201003177,0.5443429655957762,-0.26849876250067717,0.119768947347043,-0.1862206434816452,-0.3670185173129556,-0.3670185173129556,-0.246381523010487,49.85688633830574,0.04078954167941259,-0.042394776314813254,658288641.4661429,10.223163116718792,0.0,-0.20799210208408705,-0.20205829154466046
23.86,0.22360679774997896,0.39,0.08944271909999159,1.2489995996796797,1.07,0.0068590000000000005,0.0,0.103,2.06,0.008,8881529.057916751,2.88,0.03,0.0,-0.2713287681296923,75.68877352174071,-0.33493305030283593,-0.36722733054479356,-0.21592875466608016,0.10024925747520963,-0.21639938135997777,0.27770620636938764,0.07239475386698191,-0.03417286604276911,0.0,-0.23412170794750764,1.488774324571069,0.9020680268056896,-0.03862650989841841,142099884.6453253,3.046436047145821,-0.10519673691959945,-0.19966417734399255,0.0
10.07,0.1,2.68,0.09486832980505137,1.0392304845413265,1.14,0.7535710000000001,0.7535710000000001,0.135,5.35,0.006,174501857.78125,0.1,0.03,0.06,-0.3124714989481294,23.257276316775844,-0.23025850929940456,2.641989009321011,-0.22344009008028248,0.27875327417491763,-0.18731912716634766,0.039990130035351915,0.14937221914330054,-0.2132093791194683,-0.2132093791194683,-0.27033486757340053,8.972466600857345,1.1058982193415932,-0.030695974858524495,3311599573.4959908,-0.23025850929940456,-0.10519673691959945,-0.3090638061991638,-0.1688046430056022
16.96,0.1,1.79,0.07071067811865475,0.8888194417315589,0.15,0.23832799999999998,0.23832799999999998,0.106,6.94,0.001,2698728.964108488,4.62,0.02,0.07,-0.36667025453220836,48.01134541096933,-0.23025850929940456,1.042165959536268,-0.18732380693822834,0.22011583733695528,-0.1357597685857916,-0.1047572964419288,-0.28456799773288216,-0.3417879491014298,-0.3417879491014298,-0.2378975155962274,13.44487431515987,0.09393368890274714,-0.006907755278982137,39963565.08852785,7.070423537532651,-0.07824046010856292,-0.2206329650872018,-0.18614820258529446
21.9,0.17320508075688773,0.6,0.03162277660168379,1.0954451150103321,1.31,0.7535710000000001,0.7535710000000001,0.027,18.96,0.002,19892.658677862404,6.44,0.04,0.08,-0.3478045511491887,67.59405734641176,-0.30367682189200496,-0.30649537425959444,-0.109221201003177,0.5882471156551238,-0.340183552741153,0.09986162937550813,0.35373554974910887,-0.2132093791194683,-0.2132093791194683,-0.09752179715040082,55.78660517983757,0.566335729162248,-0.012429216196844383,196899.64485163076,11.99468379834873,-0.128755032994728,-0.3308947813930112,-0.20205829154466046
6.05,0.2,2.0,0.07071067811865475,1.2806248474865698,0.29,0.029790999999999998,1.2500000000000002e-07,0.177,14.61,0.005,50309195.66507002,2.18,0.05,0.04,-0.2713287681296923,10.890352545858637,-0.3218875824868201,1.3862943611198906,-0.18732380693822834,0.5654956923136654,-0.224886561616778,0.316760149626772,-0.35898356324046904,-0.1046721366058627,-1.9868690124555142e-06,-0.3064941817142705,39.1797279583917,0.7667370281841585,-0.026491586832740183,892168104.4198915,1.698928231426175,-0.14978661367769955,-0.3181035598050743,-0.128755032994728
25.65,0.1414213562373095,3.52,0.03162277660168379,1.1789826122551597,0.7,0.8305839999999999,0.8305839999999999,0.116,13.42,0.006,61480686.49622966,6.88,0.05,0.07,-0.36667025453220836,83.22254261197037,-0.276621799529602,4.42978268342722,-0.109221201003177,-0.1559959437045332,-0.1914147438431968,0.19412169601579785,-0.2496724607571127,-0.154178160965352,-0.154178160965352,-0.24988315019358961,34.848333085314245,0.030445566308790764,-0.030695974858524495,1102608996.139674,13.268896325383334,-0.14978661367769955,-0.3652773032901928,-0.18614820258529446
28.35,0.22360679774997896,3.75,0.07071067811865475,0.9848857801796105,0.06,0.0017279999999999997,5.12e-07,0.189,2.43,0.008,245737.11316857577,4.29,0.07,0.08,-0.22370569785418898,94.82017630542613,-0.33493305030283593,4.956584399933698,-0.18732380693822834,0.13361638238864704,-0.28192824439349906,-0.014999420163614894,-0.1688046430056022,-0.01099144617166127,-7.416289900496335e-06,-0.3148755618813515,2.1575757553664707,0.12692812754384367,-0.03862650989841841,3050093.373093074,6.247470084312281,-0.18614820258529446,-0.2640538053274313,-0.20205829154466046
11.62,0.1414213562373095,1.18,0.07071067811865475,0.6324555320336759,0.79,0.079507,1.2500000000000002e-07,0.033,13.49,0.006,165855380.02137527,5.75,0.04,0.02,-0.3124714989481294,28.500696471544153,-0.276621799529602,0.19530703740353653,-0.18732380693822834,0.4411920844090804,-0.19966417734399255,-0.2897565711624975,-0.1862206434816452,-0.20130458513672134,-1.9868690124555142e-06,-0.11257117467801667,35.10028756126327,0.010049834161699772,-0.030695974858524495,3139082874.1194706,10.05789916515324,-0.128755032994728,-0.24645328617398155,-0.07824046010856292
17.55,0.17320508075688773,1.81,0.06324555320336758,0.7681145747868608,0.05,0.008000000000000002,1e-09,0.168,7.08,0.008,24666693.570847403,4.77,0.04,0.08,-0.3290993274035144,50.28169682095341,-0.30367682189200496,1.0739215899526993,-0.17460392512048578,0.38731201193145237,-0.1357597685857916,-0.20264119966411326,-0.14978661367769955,-0.03862650989841841,-2.072326583694641e-08,-0.2996769383292515,13.85749926655585,0.11583961700990958,-0.03862650989841841,419850914.4476116,7.45239187437419,-0.128755032994728,-0.2121857796051634,-0.20205829154466046
16.61,0.17320508075688773,2.75,0.03162277660168379,0.5196152422706632,0.41,0.30076300000000006,0.30076300000000006,0.067,18.84,0.001,30383.030349516797,0.14,0.04,0.07,-0.2653774678351938,46.67418178141463,-0.30367682189200496,2.7819025071158197,-0.109221201003177,0.4330665261648509,-0.061858217878852234,-0.34017477513820715,-0.3655552289063513,-0.3613465030873536,-0.3613465030873536,-0.18110519819260848,55.313905950752414,0.6792951429432907,-0.006907755278982137,313602.68677315075,-0.2752557998921966,-0.128755032994728,-0.18731912716634766,-0.18614820258529446
18.91,0.1414213562373095,2.11,0.09486832980505137,0.8185352771872451,1.26,0.054872000000000004,3.4300000000000004e-07,0.105,18.85,0.0,300.4150512793,2.22,0.08,0.02,-0.3478045511491887,55.589554591296626,-0.276621799529602,1.5755115691996273,-0.22344009008028248,0.5461848671681993,-0.23345375363031248,-0.1639025079909256,0.29120076841386716,-0.15927981206709693,-5.105738638694702e-06,-0.23664846752658444,55.35326842690228,0.8564154561358684,0.0,1713.9174428694068,1.770465974862898,-0.20205829154466046,-0.19966417734399255,-0.07824046010856292
26.15,0.17320508075688773,1.26,0.08944271909999159,0.7874007874011811,1.1,0.0017279999999999997,1e-09,0.036,17.78,0.001,126417.27168839682,4.55,0.02,0.0,-0.25404887825177025,85.34965633186087,-0.30367682189200496,0.29120076841386716,-0.21592875466608016,0.0,-0.040794461680363575,-0.18820288303423613,0.10484119778475744,-0.01099144617166127,-2.072326583694641e-08,-0.11967250825893698,51.17215981092479,0.7815303617757543,-0.006907755278982137,1485067.10151491,6.893828909981009,-0.07824046010856292,-0.24645328617398155,0.0
14.2,0.03162277660168379,1.6,0.07071067811865475,0.3872983346207417,1.1,0.125,0.125,0.194,4.53,0.0,463550.7452870799,4.78,0.05,0.02,-0.36667025453220836,37.67603589742245,-0.109221201003177,0.7520058067931771,-0.18732380693822834,0.24338658488169512,-0.3444011133790988,-0.36737570536101427,0.10484119778475744,-0.25993019270997947,-0.25993019270997947,-0.31814004126424894,6.84357038591209,0.594176418736478,0.0,6047794.130840351,7.478025812286083,-0.14978661367769955,-0.3678783611782336,-0.07824046010856292
20.75,0.03162277660168379,2.52,0.08366600265340755,1.2449899597988732,0.14,0.7049690000000001,0.7049690000000001,0.041,2.29,0.008,7.343977574899999,3.44,0.01,0.02,-0.36667025453220836,62.92533461854168,-0.109221201003177,2.3291324318387963,-0.20756887390312748,0.27168482528692717,-0.36271030018740713,0.27281149442081837,-0.2752557998921966,-0.24645818373642564,-0.24645818373642564,-0.13096151170339101,1.8973836622264795,0.7667370281841585,-0.03862650989841841,14.643014411862705,4.250021861565456,-0.04605170185988091,-0.3045323965575549,-0.07824046010856292
9.74,0.1,0.22,0.03162277660168379,0.1,0.56,0.079507,8e-09,0.185,15.38,0.003,162494315.22487703,3.36,0.05,0.08,-0.3048138403603834,22.170588485954283,-0.23025850929940456,-0.3331081011785506,-0.109221201003177,0.4063896915773719,-0.12048681783020701,-0.23025850929940456,-0.3246983573416476,-0.20130458513672134,-1.4915059436213262e-07,-0.31216889897220523,42.03458528751192,0.2667381107250124,-0.017427428970942082,3072142478.850705,4.072121672556379,-0.14978661367769955,-0.3669732716777261,-0.20205829154466046
1.44,0.2,2.36,0.044721359549995794,1.2767145334803705,0.57,0.31443200000000004,0.31443200000000004,0.151,12.31,0.009,241552116.91493994,1.06,0.1,0.03,-0.35779757672764273,0.5250860835665893,-0.3218875824868201,2.026441420928544,-0.13896286161592725,0.5211545616305894,-0.36271030018740713,0.311888602843526,-0.3204077833475185,-0.3637938755000219,-0.3637938755000219,-0.2854617917672491,30.90317098381722,0.07239475386698191,-0.042394776314813254,4662582880.53654,0.06176504261141438,-0.23025850929940456,-0.3652773032901928,-0.10519673691959945
